GO_1	GO_2	GO_1_Depth	GO_1_Leaf_Distance	GO_2_Depth	GO_2_Leaf_Distance	GO_1_to_GO_2_Hops_Undirected
GO:1900468	GO:0031326	6	1	5.0	1.0	2.0
GO:0097185	GO:1902075	5	0	4.0	1.0	3.0
GO:0015698	GO:0006810	6	1	3.0	1.0	3.0
GO:0005186	GO:0048018	4	1	4.0	1.0	2.0
GO:0015797	GO:0034219	6	0	3.0	1.0	2.0
GO:0051475	GO:0034219	6	0	3.0	1.0	2.0
GO:2000634	GO:1903798	6	1	7.0	1.0	3.0
GO:0009821	GO:0044550	5	1	3.0	1.0	2.0
GO:0071319	GO:1902075	5	0	4.0	1.0	3.0
GO:0006791	GO:0031667	1	0	4.0	1.0	4.0
GO:0015098	GO:1901702	5	1	3.0	1.0	4.0
GO:0042925	GO:1901702	4	0	3.0	1.0	3.0
GO:0044659	GO:0051673	3	1	3.0	1.0	5.0
GO:0046343	GO:0006790	5	1	3.0	1.0	4.0
GO:0046618	GO:0055085	5	1	2.0	1.0	3.0
GO:1902081	GO:0051926	6	0	6.0	1.0	2.0
GO:0015220	GO:1901702	6	1	3.0	1.0	5.0
GO:0098771	GO:0048878	6	2	4.0	1.0	2.0
GO:0039532	GO:0002683	6	1	4.0	1.0	4.0
GO:0015516	GO:0015297	5	0	5.0	1.0	3.0
GO:1904276	GO:0046890	5	1	5.0	1.0	2.0
GO:0042780	GO:0031123	9	1	7.0	1.0	2.0
GO:0048872	GO:0048871	4	1	2.0	1.0	2.0
GO:0052594	GO:0052595	5	0	5.0	0.0	2.0
GO:0016538	GO:0003674	5	1	0.0	1.0	5.0
GO:0045763	GO:0031324	6	1	5.0	1.0	2.0
GO:0034556	GO:0046857	5	0	4.0	1.0	5.0
GO:1901150	GO:0019751	3	1	4.0	2.0	3.0
GO:0070331	GO:0140535	2	0	2.0	1.0	2.0
GO:1900331	GO:0033239	6	0	6.0	1.0	2.0
GO:0052337	GO:0052183	7	0	5.0	2.0	2.0
GO:0004651	GO:0016791	7	0	5.0	1.0	2.0
GO:1903231	GO:0030371	6	0	2.0	1.0	6.0
GO:0034246	GO:0140110	3	0	1.0	1.0	2.0
GO:0015108	GO:1901702	4	0	3.0	1.0	5.0
GO:0002049	GO:0019438	5	0	4.0	1.0	4.0
GO:0015436	GO:0033284	4	0	4.0	2.0	3.0
GO:0015871	GO:0015697	5	0	5.0	1.0	2.0
GO:0070424	GO:0039531	6	2	5.0	2.0	2.0
GO:1900567	GO:0046483	4	1	3.0	1.0	3.0
GO:0106020	GO:0032879	5	1	3.0	1.0	2.0
GO:0047934	GO:0004344	6	0	4.0	1.0	2.0
GO:1901751	GO:0001676	4	1	5.0	1.0	3.0
GO:1900602	GO:0046394	4	0	5.0	1.0	2.0
GO:0071298	GO:1902075	6	0	4.0	1.0	4.0
GO:0030583	GO:0032502	3	0	1.0	1.0	4.0
GO:0031052	GO:0031049	6	0	5.0	0.0	4.0
GO:0042743	GO:0071704	4	1	2.0	1.0	4.0
GO:0005085	GO:0140678	5	0	2.0	1.0	5.0
GO:0036102	GO:0001676	4	1	5.0	1.0	3.0
GO:0034394	GO:0008104	5	0	3.0	1.0	2.0
GO:0070926	GO:0022898	6	1	4.0	2.0	2.0
GO:0042069	GO:0031323	5	3	4.0	1.0	2.0
GO:0005313	GO:0042887	6	1	3.0	1.0	3.0
GO:0035831	GO:0018130	6	0	4.0	1.0	2.0
GO:1901010	GO:1901360	6	1	3.0	1.0	3.0
GO:0051139	GO:0015078	6	1	5.0	1.0	2.0
GO:1901530	GO:1902074	4	0	3.0	2.0	3.0
GO:0010908	GO:0042762	7	2	5.0	1.0	4.0
GO:0018175	GO:0036211	6	2	4.0	2.0	2.0
GO:0010836	GO:0051348	8	0	5.0	1.0	5.0
GO:0051724	GO:0000295	5	0	6.0	1.0	3.0
GO:0003353	GO:0048522	6	2	4.0	1.0	2.0
GO:0050867	GO:0051240	5	1	4.0	1.0	3.0
GO:0030291	GO:0003674	6	1	0.0	1.0	6.0
GO:1990743	GO:0036211	6	0	4.0	2.0	2.0
GO:0034132	GO:0002683	7	0	4.0	1.0	4.0
GO:0036386	GO:0051276	9	0	5.0	1.0	4.0
GO:1901388	GO:0010646	6	2	4.0	1.0	5.0
GO:0018030	GO:0140096	6	0	2.0	1.0	4.0
GO:0046177	GO:0009313	6	0	5.0	1.0	4.0
GO:0045753	GO:0051172	6	0	5.0	1.0	3.0
GO:1902063	GO:1901566	4	0	4.0	1.0	2.0
GO:0015701	GO:0019755	6	0	5.0	1.0	3.0
GO:1900330	GO:0033238	5	1	5.0	1.0	2.0
GO:0031518	GO:0140513	2	0	2.0	1.0	2.0
GO:0061614	GO:0010586	8	0	7.0	1.0	5.0
GO:0097268	GO:0099512	2	0	4.0	1.0	4.0
GO:0120101	GO:0098797	5	0	3.0	1.0	8.0
GO:0015296	GO:0008509	5	1	4.0	1.0	2.0
GO:0090297	GO:1901860	9	0	7.0	0.0	4.0
GO:0015913	GO:1902001	7	0	5.0	1.0	2.0
GO:0033202	GO:0044815	3	1	2.0	1.0	3.0
GO:0075296	GO:0090068	7	1	6.0	1.0	2.0
GO:0120190	GO:0032891	6	0	5.0	2.0	3.0
GO:0015078	GO:0008324	5	1	4.0	1.0	2.0
GO:0034143	GO:0062207	7	1	5.0	2.0	2.0
GO:0004972	GO:0005244	6	0	4.0	1.0	2.0
GO:0015799	GO:0015850	7	0	5.0	1.0	2.0
GO:1900608	GO:0046394	4	0	5.0	1.0	2.0
GO:0090251	GO:0008104	5	0	3.0	1.0	2.0
GO:0071239	GO:1901699	5	0	4.0	1.0	3.0
GO:0045764	GO:0031325	6	1	5.0	1.0	2.0
GO:1990778	GO:0008104	5	1	3.0	1.0	2.0
GO:2000119	GO:0051051	7	0	4.0	1.0	3.0
GO:0140413	GO:0015103	6	0	4.0	1.0	2.0
GO:0019740	GO:0031667	1	1	4.0	1.0	4.0
GO:0007318	GO:0022412	2	0	2.0	1.0	2.0
GO:0019628	GO:0072523	4	0	5.0	1.0	3.0
GO:0006794	GO:0006793	1	0	3.0	1.0	4.0
GO:1901057	GO:1901576	8	0	3.0	1.0	5.0
GO:0098660	GO:0055085	4	1	2.0	1.0	2.0
GO:0075030	GO:0050793	5	1	3.0	1.0	4.0
GO:0071421	GO:0098655	6	1	4.0	1.0	2.0
GO:0035436	GO:0055085	5	0	2.0	1.0	3.0
GO:0046436	GO:0006522	6	1	6.0	1.0	2.0
GO:0031049	GO:0040029	5	0	6.0	1.0	7.0
GO:0140216	GO:0034763	7	0	5.0	1.0	3.0
GO:0035833	GO:0018130	7	0	4.0	1.0	3.0
GO:1904602	GO:0098665	5	0	3.0	1.0	4.0
GO:0140576	GO:0048878	7	0	4.0	1.0	3.0
GO:0140550	GO:0106254	2	0	2.0	1.0	2.0
GO:0004363	GO:1904091	5	0	3.0	0.0	8.0
GO:0046305	GO:0044272	4	1	4.0	1.0	2.0
GO:1990391	GO:1902494	2	1	2.0	1.0	2.0
GO:1902908	GO:0050794	5	1	3.0	1.0	2.0
GO:0015908	GO:0015718	6	1	7.0	1.0	3.0
GO:0042697	GO:1990636	3	0	4.0	0.0	7.0
GO:0015345	GO:0015603	6	0	3.0	1.0	5.0
GO:0018149	GO:0036211	6	1	4.0	2.0	2.0
GO:0099129	GO:0070252	3	0	4.0	1.0	3.0
GO:0006885	GO:0065007	8	3	1.0	2.0	6.0
GO:0035431	GO:0034763	8	0	5.0	1.0	3.0
GO:0052594	GO:0008131	5	0	5.0	0.0	2.0
GO:1900540	GO:0046395	4	0	5.0	1.0	2.0
GO:1900177	GO:0051171	5	1	4.0	1.0	3.0
GO:1903927	GO:1902074	4	1	3.0	2.0	3.0
GO:0070909	GO:0042887	6	0	3.0	1.0	4.0
GO:0051938	GO:0042886	6	1	5.0	1.0	3.0
GO:2000212	GO:0034249	7	1	6.0	1.0	3.0
GO:0044406	GO:0051701	2	1	3.0	2.0	2.0
GO:1902086	GO:0046394	3	0	5.0	1.0	2.0
GO:0044029	GO:0045815	8	0	7.0	0.0	7.0
GO:0006705	GO:0042446	5	1	3.0	1.0	2.0
GO:0062176	GO:0006338	5	0	5.0	2.0	6.0
GO:0097149	GO:0140535	2	0	2.0	1.0	2.0
GO:0033271	GO:0015850	6	1	5.0	1.0	2.0
GO:0039506	GO:0019054	3	2	3.0	1.0	2.0
GO:0005309	GO:0005343	5	0	4.0	1.0	2.0
GO:0010348	GO:1901702	6	0	3.0	1.0	5.0
GO:0034659	GO:0015718	6	2	7.0	1.0	3.0
GO:0015057	GO:0001648	5	0	5.0	0.0	2.0
GO:0006716	GO:0042445	4	1	2.0	2.0	2.0
GO:1904351	GO:0042177	8	1	6.0	1.0	2.0
GO:0061507	GO:0140702	4	0	4.0	0.0	2.0
GO:1903795	GO:0034762	7	2	4.0	2.0	3.0
GO:0046415	GO:0044281	4	1	2.0	1.0	2.0
GO:1901389	GO:0010648	7	1	5.0	1.0	5.0
GO:1900071	GO:0051049	7	2	4.0	1.0	3.0
GO:0070848	GO:0009719	4	2	2.0	2.0	2.0
GO:0033266	GO:0015418	4	0	4.0	1.0	2.0
GO:1900350	GO:0033240	6	0	6.0	1.0	2.0
GO:0120247	GO:1901576	3	1	3.0	1.0	2.0
GO:0010964	GO:0060966	7	1	6.0	2.0	3.0
GO:0015881	GO:1905039	5	0	4.0	1.0	3.0
GO:1905693	GO:0031326	7	1	5.0	1.0	2.0
GO:0048641	GO:1901861	6	2	4.0	2.0	2.0
GO:0050661	GO:0030554	4	1	5.0	1.0	3.0
GO:0006742	GO:0006195	3	0	6.0	2.0	3.0
GO:1903965	GO:0009062	5	0	5.0	1.0	3.0
GO:0015085	GO:1901702	6	2	3.0	1.0	5.0
GO:0044524	GO:0036211	6	2	4.0	2.0	2.0
GO:0071091	GO:1902494	4	0	2.0	1.0	4.0
GO:0017006	GO:0036211	6	2	4.0	2.0	2.0
GO:0071506	GO:1902075	5	0	4.0	1.0	3.0
GO:0039503	GO:0019049	4	1	3.0	1.0	2.0
GO:2001303	GO:0042759	5	0	6.0	1.0	3.0
GO:0035430	GO:0034762	7	1	4.0	2.0	3.0
GO:0042962	GO:0022853	7	0	4.0	1.0	3.0
GO:0008796	GO:0016462	7	1	5.0	1.0	2.0
GO:0034144	GO:0009968	7	0	5.0	1.0	2.0
GO:0033265	GO:0050997	4	0	2.0	1.0	3.0
GO:0080188	GO:0031048	8	0	7.0	1.0	3.0
GO:0015311	GO:0015297	5	0	5.0	1.0	3.0
GO:0061697	GO:0140096	5	0	2.0	1.0	4.0
GO:0120264	GO:0032879	5	1	3.0	1.0	2.0
GO:0052593	GO:0052595	5	0	5.0	0.0	2.0
GO:0009758	GO:0031667	1	0	4.0	1.0	4.0
GO:0009346	GO:0140535	3	0	2.0	1.0	3.0
GO:0044000	GO:0051701	5	2	3.0	2.0	2.0
GO:0034307	GO:0010564	6	1	5.0	1.0	2.0
GO:0005313	GO:1901702	6	1	3.0	1.0	5.0
GO:0062168	GO:0048523	6	0	4.0	1.0	2.0
GO:1901152	GO:0046173	4	0	5.0	1.0	3.0
GO:0035750	GO:0008104	5	0	3.0	1.0	2.0
GO:0015870	GO:0015697	5	1	5.0	1.0	2.0
GO:0032849	GO:0051452	5	1	9.0	1.0	3.0
GO:0019442	GO:0043605	6	0	5.0	1.0	4.0
GO:0019098	GO:0022414	2	1	1.0	1.0	2.0
GO:0043714	GO:0016747	5	0	4.0	1.0	3.0
GO:0010853	GO:0008047	4	2	3.0	1.0	2.0
GO:2000059	GO:0031330	9	2	6.0	1.0	3.0
GO:0015654	GO:1901702	5	0	3.0	1.0	4.0
GO:1900815	GO:0046394	4	0	5.0	1.0	2.0
GO:0034743	GO:1905360	2	0	3.0	1.0	3.0
GO:1901645	GO:0050678	5	1	5.0	2.0	2.0
GO:0019087	GO:0019054	3	0	3.0	1.0	2.0
GO:0006264	GO:0032042	7	0	5.0	1.0	5.0
GO:0034746	GO:1905360	2	0	3.0	1.0	3.0
GO:0010348	GO:0051139	6	0	6.0	1.0	2.0
GO:2000807	GO:0032879	5	1	3.0	1.0	2.0
GO:0097383	GO:0017110	7	0	6.0	1.0	3.0
GO:1900930	GO:0034763	7	0	5.0	1.0	3.0
GO:0036249	GO:0098655	4	0	4.0	1.0	2.0
GO:0089713	GO:0005667	2	0	2.0	1.0	2.0
GO:0110067	GO:1902495	6	0	3.0	1.0	3.0
GO:0010513	GO:0031328	8	1	6.0	1.0	2.0
GO:0015294	GO:0008324	5	1	4.0	1.0	2.0
GO:1900601	GO:0046395	4	0	5.0	1.0	2.0
GO:1901150	GO:0030647	3	1	6.0	2.0	2.0
GO:0046306	GO:0016054	4	1	4.0	1.0	2.0
GO:1905144	GO:0010243	4	1	4.0	1.0	2.0
GO:0070778	GO:0015810	5	1	5.0	0.0	2.0
GO:0000744	GO:0022414	7	0	1.0	1.0	3.0
GO:0009535	GO:0031968	6	0	4.0	1.0	4.0
GO:0046679	GO:1902074	4	1	3.0	2.0	3.0
GO:0070550	GO:0030261	8	0	8.0	1.0	2.0
GO:0035865	GO:1901701	6	0	4.0	1.0	4.0
GO:0039573	GO:0019049	4	0	3.0	1.0	2.0
GO:0002759	GO:0031347	5	4	5.0	1.0	3.0
GO:0051697	GO:0036211	6	0	4.0	2.0	2.0
GO:0032805	GO:0045732	7	0	6.0	1.0	2.0
GO:0015894	GO:0015695	5	0	5.0	1.0	4.0
GO:0015454	GO:0022853	5	0	4.0	1.0	3.0
GO:0002179	GO:0002178	5	0	4.0	4.0	4.0
GO:1901010	GO:0046483	6	1	3.0	1.0	3.0
GO:0030644	GO:0030002	7	0	5.0	1.0	2.0
GO:0015315	GO:0005452	6	1	5.0	0.0	3.0
GO:0062158	GO:0015078	5	0	5.0	1.0	2.0
GO:0010216	GO:0045814	5	0	7.0	2.0	6.0
GO:0002629	GO:0031330	7	0	6.0	1.0	3.0
GO:0080058	GO:0036211	6	0	4.0	2.0	2.0
GO:0097089	GO:0006631	4	1	4.0	1.0	3.0
GO:1990760	GO:0022890	3	0	4.0	2.0	2.0
GO:0140052	GO:0071404	4	0	4.0	0.0	2.0
GO:1904916	GO:0089707	4	0	5.0	0.0	2.0
GO:0015607	GO:0008514	4	0	5.0	1.0	3.0
GO:0046439	GO:0006575	6	2	3.0	1.0	4.0
GO:0055070	GO:0055080	9	3	6.0	1.0	3.0
GO:0045815	GO:0006338	7	0	5.0	2.0	6.0
GO:0010316	GO:1902494	2	0	2.0	1.0	2.0
GO:0034431	GO:0016462	7	0	5.0	1.0	2.0
GO:0005839	GO:1902494	2	1	2.0	1.0	2.0
GO:0015101	GO:0022857	5	1	2.0	1.0	3.0
GO:0071093	GO:1902494	4	0	2.0	1.0	4.0
GO:1905131	GO:0015101	4	0	5.0	1.0	3.0
GO:0009082	GO:0046394	5	1	5.0	1.0	2.0
GO:0005371	GO:0046943	5	2	4.0	1.0	3.0
GO:0015217	GO:1901702	5	1	3.0	1.0	4.0
GO:1903135	GO:1901681	7	0	2.0	1.0	6.0
GO:0031422	GO:1902494	2	0	2.0	1.0	2.0
GO:1902485	GO:0072341	3	0	2.0	1.0	3.0
GO:0046944	GO:0036211	6	1	4.0	2.0	2.0
GO:0035830	GO:1901360	5	1	3.0	1.0	2.0
GO:1905795	GO:1902075	5	0	4.0	1.0	3.0
GO:0034122	GO:0002683	6	1	4.0	1.0	3.0
GO:0008212	GO:0042445	4	2	2.0	2.0	2.0
GO:0004153	GO:0016814	4	0	4.0	1.0	3.0
GO:0032299	GO:1902494	3	0	2.0	1.0	3.0
GO:0034147	GO:0062207	7	1	5.0	2.0	2.0
GO:0007174	GO:0030163	6	0	4.0	1.0	2.0
GO:0001775	GO:0032501	2	1	1.0	1.0	3.0
GO:0016929	GO:0008234	6	1	4.0	1.0	2.0
GO:0015240	GO:0015101	4	1	5.0	1.0	5.0
GO:0032880	GO:0060341	4	2	4.0	1.0	2.0
GO:0140703	GO:0140702	5	0	4.0	0.0	2.0
GO:1902859	GO:0036115	5	0	5.0	1.0	2.0
GO:0015308	GO:0015297	5	0	5.0	1.0	3.0
GO:0009616	GO:0035194	4	1	8.0	1.0	2.0
GO:0071363	GO:0071495	5	1	3.0	1.0	2.0
GO:0072338	GO:1901564	3	2	3.0	1.0	2.0
GO:1903707	GO:0010721	5	1	6.0	1.0	3.0
GO:0015311	GO:0022853	5	0	4.0	1.0	3.0
GO:0090625	GO:0061157	9	0	5.0	1.0	4.0
GO:0070909	GO:1901702	6	0	3.0	1.0	4.0
GO:0097079	GO:1901702	5	0	3.0	1.0	4.0
GO:0009071	GO:0009063	6	1	4.0	1.0	2.0
GO:1902618	GO:1902075	4	0	4.0	1.0	2.0
GO:0019544	GO:0043605	6	0	5.0	1.0	5.0
GO:0034657	GO:0000151	3	0	3.0	1.0	2.0
GO:0008518	GO:0022853	5	0	4.0	1.0	3.0
GO:0140407	GO:0015078	7	0	5.0	1.0	2.0
GO:1905012	GO:1900371	7	1	7.0	1.0	2.0
GO:1901646	GO:0050680	6	0	6.0	1.0	2.0
GO:0019557	GO:0043605	6	0	5.0	1.0	5.0
GO:1905409	GO:0032411	6	0	4.0	1.0	2.0
GO:0030261	GO:0051276	8	1	5.0	1.0	3.0
GO:0072669	GO:1902494	3	0	2.0	1.0	3.0
GO:1903828	GO:0048523	4	1	4.0	1.0	2.0
GO:1905408	GO:0032410	6	0	4.0	1.0	2.0
GO:0072753	GO:0070887	6	0	3.0	1.0	3.0
GO:0140724	GO:1902932	8	0	6.0	1.0	3.0
GO:0019521	GO:0009311	5	1	4.0	2.0	4.0
GO:0019472	GO:0018130	5	0	4.0	1.0	3.0
GO:0010509	GO:0055082	5	0	3.0	1.0	2.0
GO:0043682	GO:1901702	4	0	3.0	1.0	5.0
GO:0000254	GO:0016716	5	0	4.0	1.0	3.0
GO:0009695	GO:0042759	5	0	6.0	1.0	3.0
GO:1900339	GO:0051171	6	1	4.0	1.0	3.0
GO:0043686	GO:0036211	6	1	4.0	2.0	2.0
GO:1902084	GO:0019752	4	1	5.0	1.0	3.0
GO:0061108	GO:0003006	4	0	2.0	1.0	2.0
GO:0015152	GO:0015119	3	0	4.0	2.0	3.0
GO:0061459	GO:0072349	5	1	3.0	1.0	3.0
GO:0061838	GO:0140513	2	0	2.0	1.0	2.0
GO:0034161	GO:0062208	8	0	6.0	1.0	2.0
GO:1900813	GO:0019752	3	1	5.0	1.0	3.0
GO:0150102	GO:0002695	5	0	5.0	1.0	2.0
GO:0010315	GO:0140115	6	0	3.0	1.0	5.0
GO:0006576	GO:0009308	5	2	4.0	1.0	2.0
GO:0045239	GO:1902494	2	2	2.0	1.0	2.0
GO:0006497	GO:0036211	6	1	4.0	2.0	2.0
GO:0039634	GO:0001907	4	0	4.0	2.0	2.0
GO:0039521	GO:0019054	5	0	3.0	1.0	2.0
GO:0050795	GO:0051239	3	1	3.0	1.0	2.0
GO:0120001	GO:0098590	5	0	3.0	1.0	6.0
GO:0055078	GO:0055080	8	1	6.0	1.0	2.0
GO:0097539	GO:0140535	2	0	2.0	1.0	2.0
GO:0039529	GO:0002753	6	0	4.0	2.0	2.0
GO:1905407	GO:0022898	6	1	4.0	2.0	2.0
GO:1902085	GO:0046395	5	0	5.0	1.0	2.0
GO:0031162	GO:0036211	4	0	4.0	2.0	2.0
GO:0106379	GO:0047429	5	0	6.0	1.0	3.0
GO:0061797	GO:0022839	6	0	6.0	1.0	2.0
GO:0071311	GO:1902075	5	0	4.0	1.0	3.0
GO:1905130	GO:0015695	4	0	5.0	1.0	3.0
GO:0070873	GO:0010675	6	2	5.0	1.0	2.0
GO:0075032	GO:0051093	6	0	4.0	1.0	3.0
GO:0071057	GO:1902494	4	0	2.0	1.0	4.0
GO:1905243	GO:1902075	6	0	4.0	1.0	4.0
GO:0051985	GO:0010948	5	2	6.0	1.0	2.0
GO:0002037	GO:0034763	7	1	5.0	1.0	3.0
GO:0001541	GO:0048856	4	0	2.0	1.0	2.0
GO:0008381	GO:0022839	5	1	6.0	1.0	2.0
GO:0035831	GO:1901362	6	0	4.0	1.0	2.0
GO:0031413	GO:0065007	3	0	1.0	2.0	2.0
GO:1900569	GO:0018130	4	0	4.0	1.0	3.0
GO:2000258	GO:1903318	5	1	7.0	1.0	2.0
GO:0034497	GO:0008104	5	0	3.0	1.0	2.0
GO:0050254	GO:0004703	4	0	5.0	0.0	3.0
GO:0097738	GO:0003006	3	0	2.0	1.0	3.0
GO:2000632	GO:1903799	7	0	6.0	0.0	2.0
GO:0015745	GO:0072348	4	0	4.0	1.0	4.0
GO:0055078	GO:0098771	8	1	6.0	2.0	2.0
GO:0015843	GO:0015695	6	1	5.0	1.0	2.0
GO:1905828	GO:0050994	5	1	5.0	2.0	2.0
GO:0043143	GO:0008104	5	0	3.0	1.0	2.0
GO:0098654	GO:0140513	2	0	2.0	1.0	2.0
GO:0005308	GO:0046943	4	1	4.0	1.0	3.0
GO:0004810	GO:0140101	8	1	4.0	1.0	6.0
GO:0006751	GO:1901575	5	0	3.0	1.0	3.0
GO:0001541	GO:0003006	4	0	2.0	1.0	2.0
GO:1990131	GO:1905360	2	0	3.0	1.0	3.0
GO:0033198	GO:1902074	4	2	3.0	2.0	3.0
GO:0006885	GO:0055080	8	3	6.0	1.0	2.0
GO:0010034	GO:1901698	4	1	3.0	1.0	3.0
GO:0015498	GO:0046943	4	0	4.0	1.0	3.0
GO:0071835	GO:0022414	8	0	1.0	1.0	7.0
GO:0072357	GO:0000164	5	0	5.0	0.0	2.0
GO:0034167	GO:0062207	7	1	5.0	2.0	2.0
GO:0070773	GO:0140096	5	0	2.0	1.0	4.0
GO:1902439	GO:1902075	5	0	4.0	1.0	3.0
GO:1903253	GO:1901607	5	0	5.0	1.0	4.0
GO:0061060	GO:0002683	6	0	4.0	1.0	3.0
GO:0034251	GO:0009894	6	2	4.0	2.0	2.0
GO:0015308	GO:0022853	5	0	4.0	1.0	3.0
GO:0019500	GO:1901565	4	0	4.0	1.0	2.0
GO:0034744	GO:1905360	2	0	3.0	1.0	3.0
GO:2000635	GO:1903799	7	0	6.0	0.0	2.0
GO:1901389	GO:0023057	7	1	4.0	1.0	5.0
GO:0019730	GO:0098542	3	1	3.0	1.0	2.0
GO:0043687	GO:0036211	6	1	4.0	2.0	2.0
GO:1902463	GO:0008104	5	0	3.0	1.0	2.0
GO:0032449	GO:0140535	2	0	2.0	1.0	2.0
GO:0005469	GO:0015297	7	0	5.0	1.0	3.0
GO:0042858	GO:0046394	5	0	5.0	1.0	2.0
GO:0010226	GO:1901700	5	1	3.0	1.0	4.0
GO:1990600	GO:0140656	4	0	4.0	0.0	2.0
GO:0015795	GO:0034219	6	0	3.0	1.0	2.0
GO:2001304	GO:0001676	4	1	5.0	1.0	3.0
GO:0003920	GO:0046857 	5	0			
